Código do Programa,Programa,Nome,Área de Concentração,Data de Início,Data de Fim
33004099082P2,ENGENHARIA MECÂNICA,MATERIAIS E PROCESSOS TECNOLÓGICOS,Ciências Mecânicas,01/01/2021,-
33004099083P9,CIÊNCIA DOS MATERIAIS,TEORIA E MODELAGEM DE SISTEMAS MESOSCÓPICOS,FÍSICA DA MATÉRIA CONDENSADA,01/01/2012,-
33004099083P9,CIÊNCIA DOS MATERIAIS,"MATERIAIS FUNCIONAIS (FS): CERÂMICOS, VÍTREOS, COMPÓSITOS, POLIMÉRICOS E HÍBRIDOS",FÍSICA DA MATÉRIA CONDENSADA,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,BIOMATERIAIS (EG),CIÊNCIA E ENGENHARIA DE MATERIAIS,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,BIOMATERIAIS (FS),FÍSICA DA MATÉRIA CONDENSADA,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,MATERIAIS FUNCIONAIS E ESTRUTURAIS,CIÊNCIA E ENGENHARIA DE MATERIAIS,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,"MATERIAIS FUNCIONAIS (QM): CERÂMICOS, VÍTREOS, COMPÓSITOS, POLIMÉRICOS E HÍBRIDOS",QUÍMICA DOS MATERIAIS,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,SÍNTESE DE COMPOSTOS HETEROCÍCLICOS,QUÍMICA DOS MATERIAIS,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,PRODUTOS NATURAIS,QUÍMICA DOS MATERIAIS,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,BIOMATERIAIS (QM),QUÍMICA DOS MATERIAIS,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,FLUÍDOS SUPERCRÍTICOS (EG),CIÊNCIA E ENGENHARIA DE MATERIAIS,15/06/2022,-
33004099083P9,CIÊNCIA DOS MATERIAIS,FLUÍDOS SUPERCRÍTICOS (QM),QUÍMICA DOS MATERIAIS,14/06/2022,-
33004099084P5,ENGENHARIA CIVIL,SISTEMAS ESTRUTURAIS E CONSTRUTIVOS,ENGENHARIA DE CONSTRUÇÃO CIVIL,19/01/2022,-
33004099084P5,ENGENHARIA CIVIL,MATERIAIS DE CONSTRUÇÃO CIVIL,ENGENHARIA DE CONSTRUÇÃO CIVIL,19/01/2022,-
33004099084P5,ENGENHARIA CIVIL,"AVALIAÇÃO, PRESERVAÇÃO E TRATAMENTO DE ÁGUA E EFLUENTES",RECURSOS HÍDRICOS E TECNOLOGIAS AMBIENTAIS,01/01/2025,-
31075010001P2,Matemática em Rede Nacional,FORMAÇÃO DE PROFESSORES DE MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,DIVULGAÇÃO E POPULARIZAÇÃO DA MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,MATEMÁTICA NA EDUCAÇÃO BÁSICA E SUAS TECNOLOGIAS,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
33004099086P8,Ciência e Tecnologia Animal,"BIOLOGIA DO DESENVOLVIMENTO, METABOLISMO E BEM ESTAR ANIMAL",PRODUÇÃO ANIMAL,01/01/2017,-
33004099086P8,Ciência e Tecnologia Animal,"PRODUÇÃO, MANEJO E CONSERVAÇÃO DE ALIMENTOS, GESTÃO E SUSTENTABILIDADE",PRODUÇÃO ANIMAL,01/01/2017,-
33004099086P8,Ciência e Tecnologia Animal,"MELHORAMENTO, NUTRIÇÃO E QUALIDADE DE PRODUTOS DE ORIGEM ANIMAL",PRODUÇÃO ANIMAL,01/01/2017,-
33004013069P2,GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA,1.1_FERRAMENTAS APLICADAS AOS INSTRUMENTOS DE GESTÃO DE RECURSOS HÍDRICOS,1_Instrumentos de Política de Recursos Hídricos,05/09/2016,-
33004013069P2,GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA,1.2_METODOLOGIAS PARA IMPLEMENTAÇÃO DOS INSTRUMENTOS DE GESTÃO DE RECURSOS HÍDRICOS,1_Instrumentos de Política de Recursos Hídricos,05/09/2016,-
33004013069P2,GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA,2.1_PLANEJAMENTO E GESTÃO DE RECURSOS HÍDRICOS,2_Regulação e Governança de Recursos Hídricos,05/09/2016,-
33004013069P2,GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA,2.2_SEGURANÇA HÍDRICA E USOS MÚLTIPLOS DA ÁGUA,2_Regulação e Governança de Recursos Hídricos,05/09/2016,-
33004153078P4,ENSINO E PROCESSOS FORMATIVOS,EDUCAÇÃO MATEMÁTICA,Ciências e Matemática,08/08/2016,-
33004153078P4,ENSINO E PROCESSOS FORMATIVOS,ENSINO DE CIÊNCIAS,Ciências e Matemática,08/08/2016,-
33004153078P4,ENSINO E PROCESSOS FORMATIVOS,INFÂNCIA E ADOLESCÊNCIA,"Humanidades, Linguagens e Ciências Sociais",08/08/2016,-
33004153078P4,ENSINO E PROCESSOS FORMATIVOS,"TECNOLOGIAS, DIVERSIDADES E CULTURAS","Humanidades, Linguagens e Ciências Sociais",08/08/2016,-
33004099079P1,AGRONOMIA,"ECOFISIOLOGIA, TÉCNICAS ESPECIAIS E MANEJO CULTURAL EM SISTEMAS DE PRODUÇÃO AGRÍCOLA E FLORESTAL",SISTEMAS DE PRODUÇÃO,01/01/2012,-
33004099079P1,AGRONOMIA,MANEJO E CONSERVAÇÃO DO SOLO E DA ÁGUA,SISTEMAS DE PRODUÇÃO,01/01/2012,-
33004099079P1,AGRONOMIA,"GENÉTICA, MELHORAMENTO VEGETAL E PROPAGAÇÃO DE PLANTAS",SISTEMAS DE PRODUÇÃO,01/01/2012,-
33004099080P0,ENGENHARIA ELÉTRICA,SISTEMAS DE ENERGIA ELÉTRICA,AUTOMACAO,01/01/2012,-
33004099080P0,ENGENHARIA ELÉTRICA,CONTROLE E INSTRUMENTAÇÃO ELETRÔNICA,AUTOMACAO,01/01/2012,-
33004099082P2,ENGENHARIA MECÂNICA,SISTEMAS DINÂMICOS,Ciências Mecânicas,01/01/2021,-
33004099082P2,ENGENHARIA MECÂNICA,ENERGIA E FLUIDOS,Ciências Mecânicas,01/01/2021,-
33004099082P2,ENGENHARIA MECÂNICA,MATERIAIS E PROCESSOS TECNOLÓGICOS,Ciências Mecânicas,01/01/2021,-
33004099083P9,CIÊNCIA DOS MATERIAIS,TEORIA E MODELAGEM DE SISTEMAS MESOSCÓPICOS,FÍSICA DA MATÉRIA CONDENSADA,01/01/2012,-
33004099083P9,CIÊNCIA DOS MATERIAIS,"MATERIAIS FUNCIONAIS (FS): CERÂMICOS, VÍTREOS, COMPÓSITOS, POLIMÉRICOS E HÍBRIDOS",FÍSICA DA MATÉRIA CONDENSADA,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,BIOMATERIAIS (EG),CIÊNCIA E ENGENHARIA DE MATERIAIS,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,BIOMATERIAIS (FS),FÍSICA DA MATÉRIA CONDENSADA,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,MATERIAIS FUNCIONAIS E ESTRUTURAIS,CIÊNCIA E ENGENHARIA DE MATERIAIS,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,"MATERIAIS FUNCIONAIS (QM): CERÂMICOS, VÍTREOS, COMPÓSITOS, POLIMÉRICOS E HÍBRIDOS",QUÍMICA DOS MATERIAIS,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,SÍNTESE DE COMPOSTOS HETEROCÍCLICOS,QUÍMICA DOS MATERIAIS,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,PRODUTOS NATURAIS,QUÍMICA DOS MATERIAIS,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,BIOMATERIAIS (QM),QUÍMICA DOS MATERIAIS,17/08/2020,-
33004099083P9,CIÊNCIA DOS MATERIAIS,FLUÍDOS SUPERCRÍTICOS (EG),CIÊNCIA E ENGENHARIA DE MATERIAIS,15/06/2022,-
33004099083P9,CIÊNCIA DOS MATERIAIS,FLUÍDOS SUPERCRÍTICOS (QM),QUÍMICA DOS MATERIAIS,14/06/2022,-
33004099084P5,ENGENHARIA CIVIL,SISTEMAS ESTRUTURAIS E CONSTRUTIVOS,ENGENHARIA DE CONSTRUÇÃO CIVIL,19/01/2022,-
33004099084P5,ENGENHARIA CIVIL,MATERIAIS DE CONSTRUÇÃO CIVIL,ENGENHARIA DE CONSTRUÇÃO CIVIL,19/01/2022,-
33004099084P5,ENGENHARIA CIVIL,"AVALIAÇÃO, PRESERVAÇÃO E TRATAMENTO DE ÁGUA E EFLUENTES",RECURSOS HÍDRICOS E TECNOLOGIAS AMBIENTAIS,01/01/2025,-
31075010001P2,Matemática em Rede Nacional,FORMAÇÃO DE PROFESSORES DE MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,DIVULGAÇÃO E POPULARIZAÇÃO DA MATEMÁTICA DA EDUCAÇÃO BÁSICA,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
31075010001P2,Matemática em Rede Nacional,MATEMÁTICA NA EDUCAÇÃO BÁSICA E SUAS TECNOLOGIAS,MATEMÁTICA NA EDUCAÇÃO BÁSICA,20/09/2023,-
33004099086P8,Ciência e Tecnologia Animal,"BIOLOGIA DO DESENVOLVIMENTO, METABOLISMO E BEM ESTAR ANIMAL",PRODUÇÃO ANIMAL,01/01/2017,-
33004099086P8,Ciência e Tecnologia Animal,"PRODUÇÃO, MANEJO E CONSERVAÇÃO DE ALIMENTOS, GESTÃO E SUSTENTABILIDADE",PRODUÇÃO ANIMAL,01/01/2017,-
33004099086P8,Ciência e Tecnologia Animal,"MELHORAMENTO, NUTRIÇÃO E QUALIDADE DE PRODUTOS DE ORIGEM ANIMAL",PRODUÇÃO ANIMAL,01/01/2017,-
33004013069P2,GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA,1.1_FERRAMENTAS APLICADAS AOS INSTRUMENTOS DE GESTÃO DE RECURSOS HÍDRICOS,1_Instrumentos de Política de Recursos Hídricos,05/09/2016,-
33004013069P2,GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA,1.2_METODOLOGIAS PARA IMPLEMENTAÇÃO DOS INSTRUMENTOS DE GESTÃO DE RECURSOS HÍDRICOS,1_Instrumentos de Política de Recursos Hídricos,05/09/2016,-
33004013069P2,GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA,2.1_PLANEJAMENTO E GESTÃO DE RECURSOS HÍDRICOS,2_Regulação e Governança de Recursos Hídricos,05/09/2016,-
33004013069P2,GESTÃO E REGULAÇÃO DE RECURSOS HÍDRICOS - PROFÁGUA,2.2_SEGURANÇA HÍDRICA E USOS MÚLTIPLOS DA ÁGUA,2_Regulação e Governança de Recursos Hídricos,05/09/2016,-
33004153078P4,ENSINO E PROCESSOS FORMATIVOS,EDUCAÇÃO MATEMÁTICA,Ciências e Matemática,08/08/2016,-
33004153078P4,ENSINO E PROCESSOS FORMATIVOS,ENSINO DE CIÊNCIAS,Ciências e Matemática,08/08/2016,-
33004153078P4,ENSINO E PROCESSOS FORMATIVOS,INFÂNCIA E ADOLESCÊNCIA,"Humanidades, Linguagens e Ciências Sociais",08/08/2016,-
33004153078P4,ENSINO E PROCESSOS FORMATIVOS,"TECNOLOGIAS, DIVERSIDADES E CULTURAS","Humanidades, Linguagens e Ciências Sociais",08/08/2016,-
33076014001P4,ODONTOLOGIA,4- BIOMECÂNICA E OCLUSÃO,IMPLANTODONTIA,01/01/2012,-
33076014001P4,ODONTOLOGIA,3- BIOMATERIAIS EM IMPLANTODONTIA,IMPLANTODONTIA,01/01/2012,-
33076014001P4,ODONTOLOGIA,2- REPARAÇÃO TECIDUAL E RECONSTRUÇÃO DO TECIDO ÓSSEO EM IMPLANTODONTIA.,IMPLANTODONTIA,01/01/2012,-
33076014001P4,ODONTOLOGIA,1- ETIOPATOGENIA E DIAGNÓSTICO DAS ALTERAÇÕES DOS TECIDOS PERIODONTAIS E PERIMPLANTARES,IMPLANTODONTIA,01/01/2012,-
33076014004P3,Ciências da Saúde,INVESTIGAÇÃO CLÍNICO-LABORATORIAL EM DOENÇAS CARDIOVASCULARES,Atenção interdisciplinar em saúde humana,01/02/2019,-
33076014004P3,Ciências da Saúde,AVALIAÇÃO EPIDEMIOLÓGICA E LABORATORIAL DE DOENÇAS INFLAMATÓRIAS E INFECCIOSAS,Atenção interdisciplinar em saúde humana,01/02/2019,-
33076014005P0,Saúde Única,"SAÚDE, BEM-ESTAR E BIODIVERSIDADE",Saúde Unica,01/01/2021,-
33076014006P6,CIÊNCIAS HUMANAS,"SOCIEDADE, ESPAÇO E MEMÓRIA","SOCIEDADE, CULTURA E LINGUAGENS",01/01/2014,-
33076014006P6,CIÊNCIAS HUMANAS,"SOCIEDADE COMUNICAÇÃO, LINGUAGEM","SOCIEDADE, CULTURA E LINGUAGENS",01/01/2014,-
33076014007P2,ODONTOLOGIA,"BIOMATERIAIS, BIOMECÂNICA E OCLUSÃO EM IMPLANTODONTIA",Implantodontia,19/08/2019,-
33076014007P2,ODONTOLOGIA,ETIOPATOGENIA E DIAGNÓSTICO DAS ALTERAÇÕES DOS TECIDOS PERIODONTAIS E PERIMPLANTARES,Implantodontia,19/08/2019,-
33076014007P2,ODONTOLOGIA,REPARAÇÃO TECIDUAL E RECONSTRUÇÃO DO TECIDO ÓSSEO EM IMPLANTODONTIA.,Implantodontia,19/08/2019,-
33076014008P9,DIREITO,DIREITOS FUNDAMENTAIS DA SAÚDE E RESPONSABILIDADE MÉDICO-SANITÁRIA,Direito Médico,26/08/2021,-
33076014001P4,ODONTOLOGIA,4- BIOMECÂNICA E OCLUSÃO,IMPLANTODONTIA,01/01/2012,-
33076014001P4,ODONTOLOGIA,3- BIOMATERIAIS EM IMPLANTODONTIA,IMPLANTODONTIA,01/01/2012,-
33076014001P4,ODONTOLOGIA,2- REPARAÇÃO TECIDUAL E RECONSTRUÇÃO DO TECIDO ÓSSEO EM IMPLANTODONTIA.,IMPLANTODONTIA,01/01/2012,-
33076014001P4,ODONTOLOGIA,1- ETIOPATOGENIA E DIAGNÓSTICO DAS ALTERAÇÕES DOS TECIDOS PERIODONTAIS E PERIMPLANTARES,IMPLANTODONTIA,01/01/2012,-
33076014004P3,Ciências da Saúde,INVESTIGAÇÃO CLÍNICO-LABORATORIAL EM DOENÇAS CARDIOVASCULARES,Atenção interdisciplinar em saúde humana,01/02/2019,-
33076014004P3,Ciências da Saúde,AVALIAÇÃO EPIDEMIOLÓGICA E LABORATORIAL DE DOENÇAS INFLAMATÓRIAS E INFECCIOSAS,Atenção interdisciplinar em saúde humana,01/02/2019,-
33076014005P0,Saúde Única,"SAÚDE, BEM-ESTAR E BIODIVERSIDADE",Saúde Unica,01/01/2021,-
33076014006P6,CIÊNCIAS HUMANAS,"SOCIEDADE, ESPAÇO E MEMÓRIA","SOCIEDADE, CULTURA E LINGUAGENS",01/01/2014,-
33076014006P6,CIÊNCIAS HUMANAS,"SOCIEDADE COMUNICAÇÃO, LINGUAGEM","SOCIEDADE, CULTURA E LINGUAGENS",01/01/2014,-
33076014007P2,ODONTOLOGIA,"BIOMATERIAIS, BIOMECÂNICA E OCLUSÃO EM IMPLANTODONTIA",Implantodontia,19/08/2019,-
33076014007P2,ODONTOLOGIA,ETIOPATOGENIA E DIAGNÓSTICO DAS ALTERAÇÕES DOS TECIDOS PERIODONTAIS E PERIMPLANTARES,Implantodontia,19/08/2019,-
33076014007P2,ODONTOLOGIA,REPARAÇÃO TECIDUAL E RECONSTRUÇÃO DO TECIDO ÓSSEO EM IMPLANTODONTIA.,Implantodontia,19/08/2019,-
33076014008P9,DIREITO,DIREITOS FUNDAMENTAIS DA SAÚDE E RESPONSABILIDADE MÉDICO-SANITÁRIA,Direito Médico,26/08/2021,-
25025015001P6,Educação para o Ensino na Área de Saúde,"PLANEJAMENTO, GESTÃO E AVALIAÇÃO DE PROCESSOS EDUCACIONAIS",EDUCAÇÃO NA ÁREA DA SAÚDE,18/12/2015,-
25025015001P6,Educação para o Ensino na Área de Saúde,"ESTRATÉGIAS, AMBIENTES E PRODUTOS EDUCACIONAIS INOVADORES",EDUCAÇÃO NA ÁREA DA SAÚDE,18/12/2015,-
25025015002P2,PSICOLOGIA DA SAÚDE,AVALIAÇÃO PSICOLÓGICA E PROMOÇÃO DE AÇÕES EM SAÚDE,Psicologia da Saúde,16/12/2016,-
25025015002P2,PSICOLOGIA DA SAÚDE,PROCESSOS CLÍNICOS E OS CICLOS DA VIDA,Psicologia da Saúde,16/12/2016,-
25025015001P6,Educação para o Ensino na Área de Saúde,"PLANEJAMENTO, GESTÃO E AVALIAÇÃO DE PROCESSOS EDUCACIONAIS",EDUCAÇÃO NA ÁREA DA SAÚDE,18/12/2015,-
25025015001P6,Educação para o Ensino na Área de Saúde,"ESTRATÉGIAS, AMBIENTES E PRODUTOS EDUCACIONAIS INOVADORES",EDUCAÇÃO NA ÁREA DA SAÚDE,18/12/2015,-
25025015002P2,PSICOLOGIA DA SAÚDE,AVALIAÇÃO PSICOLÓGICA E PROMOÇÃO DE AÇÕES EM SAÚDE,Psicologia da Saúde,16/12/2016,-
25025015002P2,PSICOLOGIA DA SAÚDE,PROCESSOS CLÍNICOS E OS CICLOS DA VIDA,Psicologia da Saúde,16/12/2016,-
33011010013P3,Ciências e Tecnologias Espaciais,DISPOSITIVOS E SISTEMAS AVANÇADOS PARA APLICAÇÕES AEROESPACIAIS,SENSORES E ATUADORES ESPACIAIS,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,PLASMAS E APLICAÇÕES,FÍSICA E MATEMÁTICA APLICADAS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,LASERS E APLICAÇÕES,FÍSICA E MATEMÁTICA APLICADAS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,MATEMÁTICA APLICADA E MODELAGEM COMPUTACIONAL,FÍSICA E MATEMÁTICA APLICADAS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,EFEITOS DA RADIAÇÃO IONIZANTE,FÍSICA E MATEMÁTICA APLICADAS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,"SÍNTESE, CARACTERIZAÇÃO E AVALIAÇÃO DE MATERIAIS E NANOMATERIAIS",QUÍMICA DOS MATERIAIS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,ELETROQUÍMICA E CORROSÃO,QUÍMICA DOS MATERIAIS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,MATERIAIS ENERGÉTICOS,QUÍMICA DOS MATERIAIS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,MATERIAIS AVANÇADOS PARA SENSORES E METAMATERIAIS,SENSORES E ATUADORES ESPACIAIS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,"SENSORES À FIBRA ÓPTICA, A ÓPTICA-INTEGRADA, DE INFRAVERMELHO, MAGNÉTICOS, MAGNETO-MECÂNICOS",SENSORES E ATUADORES ESPACIAIS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,ENGENHARIA DE SISTEMAS,"SISTEMAS ESPACIAIS, ENSAIOS E LANÇAMENTOS",01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,ESTRUTURAS E AEROELASTICIDADE,"SISTEMAS ESPACIAIS, ENSAIOS E LANÇAMENTOS",01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,AERODINÂMICA,"SISTEMAS ESPACIAIS, ENSAIOS E LANÇAMENTOS",02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,TECNOLOGIA DE MATERIAIS PARA O SETOR ESPACIAL,"SISTEMAS ESPACIAIS, ENSAIOS E LANÇAMENTOS",02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,MICRO- E NANO-DISPOSITIVOS,SENSORES E ATUADORES ESPACIAIS,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,MÉTODOS QUANTITATIVOS DE APOIO A DECISÃO,GESTÃO TECNOLÓGICA,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,GESTÃO EM ENGENHARIA E TECNOLOGIA,GESTÃO TECNOLÓGICA,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,"INTEGRAÇÃO, ENSAIOS E LANÇAMENTOS","SISTEMAS ESPACIAIS, ENSAIOS E LANÇAMENTOS",02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,METEOROLOGIA AEROESPACIAL,"SISTEMAS ESPACIAIS, ENSAIOS E LANÇAMENTOS",02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,ANÁLISE OPERACIONAL E ENGENHARIA LOGÍSTICA,GESTÃO TECNOLÓGICA,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,QUÍMICA COMPUTACIONAL,QUÍMICA DOS MATERIAIS,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,TEORIA E DESENVOLVIMENTO DE SISTEMAS COMPLEXOS,GESTÃO TECNOLÓGICA,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,PROPULSÃO NUCLEAR E HIPERSÔNICA,PROPULSÃO ESPACIAL E HIPERSÔNICA,01/01/2021,-
33011010013P3,Ciências e Tecnologias Espaciais,DISPOSITIVOS E SISTEMAS AVANÇADOS PARA APLICAÇÕES AEROESPACIAIS,SENSORES E ATUADORES ESPACIAIS,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,PLASMAS E APLICAÇÕES,FÍSICA E MATEMÁTICA APLICADAS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,LASERS E APLICAÇÕES,FÍSICA E MATEMÁTICA APLICADAS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,MATEMÁTICA APLICADA E MODELAGEM COMPUTACIONAL,FÍSICA E MATEMÁTICA APLICADAS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,EFEITOS DA RADIAÇÃO IONIZANTE,FÍSICA E MATEMÁTICA APLICADAS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,"SÍNTESE, CARACTERIZAÇÃO E AVALIAÇÃO DE MATERIAIS E NANOMATERIAIS",QUÍMICA DOS MATERIAIS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,ELETROQUÍMICA E CORROSÃO,QUÍMICA DOS MATERIAIS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,MATERIAIS ENERGÉTICOS,QUÍMICA DOS MATERIAIS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,MATERIAIS AVANÇADOS PARA SENSORES E METAMATERIAIS,SENSORES E ATUADORES ESPACIAIS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,"SENSORES À FIBRA ÓPTICA, A ÓPTICA-INTEGRADA, DE INFRAVERMELHO, MAGNÉTICOS, MAGNETO-MECÂNICOS",SENSORES E ATUADORES ESPACIAIS,01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,ENGENHARIA DE SISTEMAS,"SISTEMAS ESPACIAIS, ENSAIOS E LANÇAMENTOS",01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,ESTRUTURAS E AEROELASTICIDADE,"SISTEMAS ESPACIAIS, ENSAIOS E LANÇAMENTOS",01/01/2012,-
33011010013P3,Ciências e Tecnologias Espaciais,AERODINÂMICA,"SISTEMAS ESPACIAIS, ENSAIOS E LANÇAMENTOS",02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,TECNOLOGIA DE MATERIAIS PARA O SETOR ESPACIAL,"SISTEMAS ESPACIAIS, ENSAIOS E LANÇAMENTOS",02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,MICRO- E NANO-DISPOSITIVOS,SENSORES E ATUADORES ESPACIAIS,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,MÉTODOS QUANTITATIVOS DE APOIO A DECISÃO,GESTÃO TECNOLÓGICA,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,GESTÃO EM ENGENHARIA E TECNOLOGIA,GESTÃO TECNOLÓGICA,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,"INTEGRAÇÃO, ENSAIOS E LANÇAMENTOS","SISTEMAS ESPACIAIS, ENSAIOS E LANÇAMENTOS",02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,METEOROLOGIA AEROESPACIAL,"SISTEMAS ESPACIAIS, ENSAIOS E LANÇAMENTOS",02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,ANÁLISE OPERACIONAL E ENGENHARIA LOGÍSTICA,GESTÃO TECNOLÓGICA,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,QUÍMICA COMPUTACIONAL,QUÍMICA DOS MATERIAIS,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,TEORIA E DESENVOLVIMENTO DE SISTEMAS COMPLEXOS,GESTÃO TECNOLÓGICA,02/01/2017,-
33011010013P3,Ciências e Tecnologias Espaciais,PROPULSÃO NUCLEAR E HIPERSÔNICA,PROPULSÃO ESPACIAL E HIPERSÔNICA,01/01/2021,-
33160015001P1,GESTÃO DE TECNOLOGIA E INOVAÇÃO EM SAÚDE,GESTÃO DE TECNOLOGIAS E INOVAÇÕES POLÍTICO-GERENCIAIS EM SAÚDE,"GESTÃO DE TECNOLOGIA, INOVAÇÃO E DO CONHECIMENTO EM SAÚDE",01/04/2012,-
33160015001P1,GESTÃO DE TECNOLOGIA E INOVAÇÃO EM SAÚDE,GESTÃO DE TECNOLOGIAS E INOVAÇÕES DO CONHECIMENTO EM SAÚDE,"GESTÃO DE TECNOLOGIA, INOVAÇÃO E DO CONHECIMENTO EM SAÚDE",01/04/2012,-
33160015002P8,Ciências da Saúde,EPIDEMIOLOGIA E GESTÃO EM UNIDADES CRÍTICAS,PESQUISA APLICADA EM MEDICINA INTENSIVA,11/03/2013,-
33160015002P8,Ciências da Saúde,MELHORIAS NO SUPORTE AO PACIENTE ONCOLOGICO,PESQUISA APLICADA EM ONCOLOGIA,11/03/2013,-
33160015002P8,Ciências da Saúde,NOVAS ABORDAGENS NO DIAGNÓSTICO E TRATAMENTO DO CÂNCER,PESQUISA APLICADA EM ONCOLOGIA,11/03/2013,-
33160015002P8,Ciências da Saúde,PESQUISA E DESENVOLVIMENTO EM TÉCNICAS CIRÚRGICAS,PESQUISA APLICADA EM CIRURGIA,11/03/2013,-
33160015002P8,Ciências da Saúde,PESQUISA EM TRANSPLANTE HEPÁTICO,PESQUISA APLICADA EM CIRURGIA,11/03/2013,-
33160015002P8,Ciências da Saúde,FISIOPATOLOGIA CARDIORESPIRATORIA NO PACIENTE CRÍTICO,PESQUISA APLICADA EM MEDICINA INTENSIVA,11/03/2013,-
